"Gene.symbol","logFC","P.Value","adj.P.Val"
"Rfc4",-0.074,0.238,0.506
"Phox2a",0.0933,0.238,0.506
"Igkv8-30",0.0947,0.238,0.506
"Akap1",0.101,0.238,0.507
"Zfp385a",0.129,0.238,0.507
"Mobp",0.0893,0.238,0.507
"Mela",0.0965,0.238,0.507
"Neurod4",0.0732,0.238,0.507
"Tspan32",0.0803,0.238,0.507
"Serpina1b",0.096,0.238,0.507
"Chd8",0.0987,0.238,0.507
"Rorb",0.102,0.238,0.507
"Nrl",0.108,0.238,0.507
"Fosb",0.102,0.238,0.507
"Abhd3",-0.134,0.239,0.507
"Ilf2",-0.104,0.239,0.508
"Srpk3",-0.0823,0.239,0.508
"Dicer1",0.109,0.239,0.508
"Mepe",0.104,0.239,0.508
"Sirt7",0.0908,0.239,0.508
"Foxd1",-0.0768,0.239,0.508
"Pde6g",0.116,0.239,0.508
"Armc12",0.0767,0.239,0.508
"Igsf9",-0.246,0.239,0.508
"Plxnd1",0.117,0.239,0.508
"Rbbp8",0.136,0.239,0.508
"Dnaja4",-0.0938,0.24,0.509
"Foxh1",0.0842,0.24,0.509
"Pcdh20",0.108,0.24,0.509
"Arntl2",0.093,0.24,0.509
"Gm31445///A230006K03Rik",0.0812,0.24,0.509
"Eya2",0.107,0.24,0.509
"Bcl11a",0.08,0.24,0.509
"Tnrc6b",0.0883,0.24,0.509
"Ndufa1",0.0692,0.24,0.509
"Defa-rs12",0.102,0.24,0.509
"Pbx4",0.0933,0.24,0.509
"Gfod2",0.0813,0.24,0.51
"Ctsr",0.0847,0.24,0.51
"Cyc1",-0.075,0.241,0.51
"Ppp1r18",-0.0772,0.241,0.51
"Tmem258",0.0763,0.241,0.51
"Pikfyve",0.0985,0.241,0.51
"Gm15210///Impdh2",0.072,0.241,0.51
"Rsbn1",0.109,0.241,0.51
"Tshr",0.0685,0.241,0.51
"Basp1",-0.131,0.241,0.51
"Prg4",-0.319,0.241,0.51
"Parp1",-0.0963,0.241,0.51
"Crygn",0.0993,0.241,0.51
"Phlda3",0.0907,0.241,0.51
"Tlm",0.0947,0.241,0.51
"Mrgprh",0.115,0.241,0.51
"Samt4",0.0995,0.241,0.51
"Kcnd2",0.117,0.241,0.51
"Fam43a",0.0853,0.241,0.51
"Zfp747///Zfp764///E430018J23Rik///9130019O22Rik",0.0862,0.241,0.51
"Herc1",-0.0985,0.241,0.51
"Rasal1",0.0868,0.242,0.51
"Abhd15",-0.204,0.242,0.511
"Kmt5a",0.127,0.242,0.511
"Zc3h12a",0.121,0.242,0.511
"Dach1",0.0785,0.242,0.511
"Kras",-0.0855,0.242,0.511
"Mapk14",0.114,0.242,0.511
"Dhx15",0.0737,0.242,0.511
"Il15ra",-0.11,0.242,0.511
"Ramp2",-0.111,0.242,0.511
"Asb8",0.0802,0.242,0.511
"Cd300lf",0.128,0.242,0.511
"Socs4",-0.118,0.242,0.511
"Tmsb4x",-0.207,0.243,0.511
"Psen2",0.0962,0.243,0.511
"Pi15",0.0883,0.243,0.511
"Casd1",0.106,0.243,0.511
"Adnp2",0.108,0.243,0.512
"Htr1b",0.082,0.243,0.512
"Iqgap1",-0.104,0.243,0.512
"Xpa",-0.128,0.243,0.512
"Slc25a36",0.132,0.243,0.512
"Ddx19b",0.109,0.243,0.512
"Cnot2",0.109,0.243,0.512
"Mis18a",-0.0732,0.243,0.512
"Bnc1",0.0732,0.243,0.512
"Prpf40a",-0.0963,0.243,0.512
"Znhit1",-0.119,0.243,0.512
"BC021891",0.0732,0.244,0.512
"Il33",-0.0915,0.244,0.512
"Zfp930",-0.0977,0.244,0.512
"Stard10",0.0713,0.244,0.512
"Idi1",-0.504,0.244,0.512
"Rlf",0.115,0.244,0.512
"Angptl4",0.0728,0.244,0.512
"Slc16a3",0.12,0.244,0.512
"Upf3b",0.145,0.244,0.512
"Ccm2l",-0.115,0.244,0.512
"Hsp90b1",-0.174,0.244,0.512
"Brca1",0.0928,0.244,0.512
"Slc22a6",0.0828,0.244,0.512
"Vmn2r88",-0.0878,0.244,0.513
"Ppa1",-0.091,0.244,0.513
"Haus5",0.0822,0.244,0.513
"Cyp2c65",0.15,0.244,0.513
"Uimc1",0.0867,0.244,0.513
"Ocln",0.132,0.244,0.513
"Fbxl20",0.0908,0.244,0.513
"Ttc39d",0.0758,0.244,0.513
"Avpr1b",0.0872,0.244,0.513
"Vwf",-0.105,0.244,0.513
"Clmn",-0.121,0.245,0.513
"Defb4",0.0745,0.245,0.513
"Tram1l1",-0.0788,0.245,0.513
"Phactr1",0.104,0.245,0.513
"Il17rc",0.0873,0.245,0.513
"Gsx1",0.0727,0.245,0.513
"Limk1",-0.0858,0.245,0.513
"Srr",-0.0742,0.245,0.513
"4921524J17Rik",0.148,0.245,0.513
"Prss3",-0.217,0.245,0.513
"Rab11fip5",0.0943,0.245,0.513
"Nup35",0.0953,0.245,0.513
"Pds5a",0.0977,0.245,0.513
"C76628",0.0815,0.245,0.514
"Pyy",0.105,0.245,0.514
"Zfp950",0.0798,0.245,0.514
"Tgm1",0.114,0.245,0.514
"Rerg",0.108,0.246,0.514
"LOC101056140///Rpl17-ps9///Rpl17-ps10///Gm10362///Gm6133///Rpl17///Hk1",-0.112,0.246,0.514
"Agpat3",-0.111,0.246,0.514
"Rc3h2",0.118,0.246,0.514
"Mis18bp1",0.123,0.246,0.514
"Folh1",-0.111,0.246,0.514
"Tnnt3",0.184,0.246,0.514
"Ubqln1",0.0967,0.246,0.515
"Alyref2///Alyref",-0.145,0.246,0.515
"Cd19",-0.175,0.246,0.515
"Nme5",-0.118,0.247,0.515
"Zfp84",0.0725,0.247,0.515
"Gna14",-0.0918,0.247,0.515
"Man1a",0.136,0.247,0.515
"Foxd3",0.072,0.247,0.515
"Kif23",0.0672,0.247,0.515
"Sbf2",-0.0895,0.247,0.515
"Rasgrp2",-0.135,0.247,0.515
"Dsc2",0.121,0.247,0.515
"Hivep2",-0.137,0.247,0.515
"Tuba-rs1",0.115,0.247,0.515
"Axl",-0.123,0.247,0.515
"Auts2",0.12,0.247,0.515
"Plekha2",-0.107,0.247,0.515
"Sf3a3",0.144,0.247,0.515
"Zmat3",0.0823,0.247,0.515
"Pstk",0.0617,0.247,0.515
"Bpifa1",0.0917,0.247,0.515
"Krit1",0.0825,0.247,0.515
"Sgip1",-0.0915,0.247,0.516
"Ghrl",0.102,0.248,0.516
"Maged2",0.0708,0.248,0.516
"Mettl7b",-0.0965,0.248,0.516
"Gm38431///Raver1",0.0958,0.248,0.516
"Bre",-0.0887,0.248,0.516
"Mettl22",0.0888,0.248,0.516
"Mybl1",0.0732,0.248,0.516
"Hnrnpa1",0.111,0.248,0.516
"Sucla2",0.077,0.248,0.517
"Plekha3",-0.109,0.248,0.517
"Sprr2f",-0.0768,0.248,0.517
"Rpgrip1",-0.384,0.248,0.517
"Mid1ip1",-0.174,0.248,0.517
"Gaa",-0.101,0.249,0.517
"Kdelr2",-0.081,0.249,0.517
"Get4",-0.081,0.249,0.517
"Mab21l2",0.0908,0.249,0.517
"Reep6",0.0698,0.249,0.517
"Atg4d",-0.102,0.249,0.518
"Kctd14",0.0963,0.249,0.518
"Sept4",-0.101,0.249,0.518
"Prep",0.0758,0.25,0.518
"Ndufaf3",-0.0903,0.25,0.518
"Psors1c2",0.0967,0.25,0.518
"Prim2",-0.108,0.25,0.518
"Slc7a11",0.0873,0.25,0.518
"Fam160a2",0.112,0.25,0.518
"Dll4",0.0662,0.25,0.519
"Zfp386",-0.0955,0.25,0.519
"Il1rapl2",0.125,0.25,0.519
"Txndc5",0.0905,0.25,0.519
"Ung",0.153,0.25,0.519
"Fam84a",0.134,0.25,0.519
"Spryd7",-0.149,0.251,0.519
"Pnlip",-0.528,0.251,0.519
"Slc39a9",0.1,0.251,0.519
"Myoz3",-0.0963,0.251,0.52
"Npy2r",0.0702,0.251,0.52
"Oxa1l",0.104,0.251,0.52
"Cmc2",0.094,0.251,0.52
"Tpgs2",0.075,0.251,0.52
"Olfr16",0.109,0.251,0.52
"Mycbpap",-0.0788,0.252,0.521
"1700037H04Rik",0.116,0.252,0.521
"Mier2",0.0817,0.252,0.521
"Slc35e1",-0.0848,0.252,0.521
"Uchl4",0.0797,0.252,0.521
"Itgb5",0.0758,0.252,0.521
"Gtf2f1",0.131,0.252,0.521
"Arhgef5",-0.0998,0.252,0.521
"BC024137///Nudt7",0.128,0.252,0.521
"Ebi3",-0.0898,0.252,0.521
"Gnat2",-0.103,0.252,0.521
"Rsph3b///Rsph3a",0.089,0.252,0.521
"Snx19",-0.0958,0.252,0.521
"Lsm1",0.078,0.252,0.521
"Tsga13",0.0897,0.252,0.521
"Mdfi",0.0747,0.252,0.521
"Fkbpl",0.101,0.253,0.521
"Slc44a4",-0.16,0.253,0.521
"Hjurp///A730008H23Rik///6430706D22Rik",-0.097,0.253,0.521
"Tram2",0.0973,0.253,0.521
"Gm44505///Zfp91",0.124,0.253,0.521
"Cela3b",-0.629,0.253,0.521
"Afmid",0.143,0.253,0.521
"Smpd5",-0.102,0.253,0.521
"Serpina5",0.0825,0.253,0.522
"Slc39a3",0.0827,0.253,0.522
"BC005624",0.0672,0.253,0.522
"Pdk3",0.188,0.254,0.522
"Mrpl33",-0.0835,0.254,0.522
"Proz",-0.153,0.254,0.522
"Vsx1",0.111,0.254,0.523
"Senp1",0.0883,0.254,0.523
"Dnajc10",0.0942,0.254,0.523
"Lrp1b",0.0818,0.254,0.523
"Toe1",0.1,0.254,0.523
"Rab3b",0.0992,0.255,0.524
"Ckap2",-0.0768,0.255,0.524
"Cd70",0.11,0.255,0.524
"Pla2g16",-0.115,0.255,0.524
"Asap1",-0.108,0.255,0.524
"Trim2",-0.168,0.255,0.524
"Crlf1",-0.08,0.255,0.524
"Asb18",0.101,0.255,0.524
"Trap1",-0.0853,0.255,0.524
"Atp6v0d1",-0.0743,0.255,0.524
"Klf1",-0.111,0.255,0.524
"Irf2",0.132,0.255,0.524
"Arnt2",0.08,0.255,0.524
"Ifi204",0.0645,0.255,0.524
"Cxcl14",-0.0803,0.255,0.524
"Tank",0.0743,0.255,0.524
"Msr1",0.0828,0.256,0.525
"Casr",-0.0882,0.256,0.525
"Myct1",-0.0732,0.256,0.525
"Reg3d",-0.104,0.256,0.525
"Mrpl52",-0.094,0.256,0.525
"Cmtm6",-0.149,0.256,0.525
"Myt1l",0.0865,0.256,0.525
"Nipal2",-0.14,0.256,0.525
"Cd79b",0.134,0.256,0.525
"Lmo1",0.11,0.256,0.525
"Frmd8",-0.106,0.256,0.525
"Cdk5rap1",-0.228,0.256,0.525
"Cenpf",0.113,0.256,0.525
"Mrpl34",0.0988,0.256,0.525
"Pkhd1l1",0.107,0.257,0.525
"Lrrc57",-0.0883,0.257,0.525
"Fxyd3",0.0932,0.257,0.526
"Ccdc175",0.0722,0.257,0.526
"Apoa1",0.0648,0.257,0.526
"Kcna4",0.0775,0.257,0.526
"Barhl1",0.0885,0.257,0.526
"Txlng",-0.146,0.257,0.526
"Trip13",-0.0803,0.257,0.526
"Prpsap1",0.0833,0.257,0.526
"Etohd2",0.0778,0.257,0.526
"Cdh23",0.0867,0.257,0.526
"Bambi",0.0887,0.257,0.526
"Mrps6",-0.0865,0.257,0.526
"Eny2",0.109,0.257,0.526
"Gm2808///Tulp4",0.0915,0.257,0.526
"Rd3",-0.0802,0.257,0.526
"Cebpd",0.0768,0.257,0.526
"Magi1",0.1,0.258,0.526
"Yipf4",-0.115,0.258,0.526
"Ccnd1",0.103,0.258,0.526
"Glra3",0.118,0.258,0.526
"Gm11787///Lyn",-0.101,0.258,0.527
"Slc22a18",0.0782,0.258,0.527
"Zbtb33",0.0873,0.258,0.527
"Sfmbt2",-0.0675,0.258,0.527
"AA408954",0.0828,0.258,0.527
"Pde3a",-0.0978,0.258,0.527
"Vps53",0.0952,0.258,0.527
"Clip1",0.0638,0.258,0.527
"Klk1b11",0.109,0.258,0.527
"Svs4",0.102,0.258,0.527
"Pabpc4",-0.0847,0.259,0.527
"Nrm",-0.126,0.259,0.527
"Krtap3-1",0.0728,0.259,0.527
"Aox4",0.0827,0.259,0.527
"Olfr155",0.0863,0.259,0.527
"Mtmr2",0.08,0.259,0.528
"U2af1",0.0915,0.259,0.528
"Magee1",0.0907,0.259,0.528
"Slc28a3",0.0928,0.259,0.528
"Lrrfip1",0.134,0.26,0.528
"Ccne1",0.0917,0.26,0.528
"Abcc1",0.106,0.26,0.528
"Frk",-0.14,0.26,0.528
"Magea5",0.084,0.26,0.528
"Eml5",0.0835,0.26,0.528
"Nae1",0.121,0.26,0.528
"Impad1",0.066,0.26,0.528
"Tjap1",0.0997,0.26,0.528
"Adgre5",0.108,0.26,0.528
"Vmn2r-ps54",0.0782,0.26,0.528
"Plat",0.0685,0.26,0.529
"Hs6st1",0.0705,0.26,0.529
"Crtc2",0.134,0.26,0.529
"Tmod4",0.0868,0.26,0.529
"C4a///C4b",0.108,0.26,0.529
"Fam181b",0.0815,0.26,0.529
"Dok1",0.0973,0.26,0.529
"BC053393",0.064,0.261,0.529
"Tspan15",0.104,0.261,0.529
"Pecam1",-0.098,0.261,0.529
"Zfp62",-0.09,0.261,0.529
"Taf1a",0.13,0.261,0.529
"Cnih4",0.11,0.261,0.529
"Ncl",0.092,0.261,0.529
"Nts",0.123,0.261,0.529
"Oit1",-0.174,0.261,0.529
"Hist1h2br///Hist1h2bq///Hist1h2bp///Hist1h2bn///Hist1h2bm///Hist1h2bl///Hist1h2bj///Hist1h2bg///Hist1h2bf///Hist1h2be///Hist1h2bc",-0.0877,0.261,0.529
"Muc5b",0.0993,0.261,0.529
"Baiap2l1",-0.123,0.261,0.529
"Tmcc3",-0.171,0.261,0.529
"Six5",-0.0918,0.261,0.529
"Pthlh",-0.0853,0.261,0.529
"Tex264",-0.123,0.261,0.529
"Robo3",0.0882,0.261,0.53
"Arxes2///Arxes1",0.0588,0.262,0.53
"Sfmbt1",0.0842,0.262,0.53
"Cdk9",0.0818,0.262,0.53
"Stx8",0.0748,0.262,0.53
"Kif16b",-0.123,0.262,0.53
"Gm6277",0.0993,0.262,0.53
"Acsbg1",0.107,0.262,0.53
"Hoxc4",0.099,0.262,0.53
"Ano10",0.0898,0.262,0.531
"Acot1",-0.203,0.262,0.531
"Eri3",0.094,0.262,0.531
"Pemt",-0.0702,0.262,0.531
"Usp21",0.0968,0.263,0.531
"Nars",-0.0752,0.263,0.531
"Ces2e",0.118,0.263,0.531
"Gprc6a",0.117,0.263,0.531
"Gucy1b3",0.0853,0.263,0.531
"Limd1",0.112,0.263,0.531
"Srgap2",-0.0987,0.263,0.531
"Rap1b",-0.114,0.263,0.531
"Heph",0.191,0.263,0.531
"Trmt112",0.071,0.263,0.531
"Adpgk",-0.078,0.263,0.531
"Per3",0.0987,0.263,0.532
"Dhx16",0.109,0.263,0.532
"Rmdn1",0.0775,0.264,0.532
"Polr2a",0.078,0.264,0.532
"Tssc1",-0.131,0.264,0.532
"Grin2c",-0.076,0.264,0.532
"Kcna5",-0.0848,0.264,0.532
"Arid2",0.0807,0.264,0.532
"Gfm2",-0.105,0.264,0.532
"Mbd4",0.104,0.264,0.533
"C530030P08Rik",0.0805,0.264,0.533
"Ces4a",0.122,0.265,0.533
"Serpine1",0.116,0.265,0.533
"Cd109",0.102,0.265,0.533
"Pde7b",0.083,0.265,0.533
"Akr1c21",-0.0882,0.265,0.533
"Fgd2",0.1,0.265,0.533
"Fblim1",0.15,0.265,0.533
"Hcn1",0.0895,0.265,0.533
"Rnf126",0.067,0.265,0.533
"Naf1",-0.124,0.265,0.533
"Pofut1",0.0975,0.265,0.534
"Aldh3b1",-0.0945,0.265,0.534
"Alox8",0.115,0.265,0.534
"D8Ertd67e",0.103,0.265,0.534
"Tcea2",0.0905,0.265,0.534
"Crb3",0.0653,0.266,0.534
"Pdyn",0.069,0.266,0.534
"Ldlrap1",0.089,0.266,0.534
"Cryba1",0.12,0.266,0.534
"Wnt10b",0.0735,0.266,0.534
"Yars",0.0767,0.266,0.534
"Casp9",0.085,0.266,0.534
"Gzme///Gzmd",0.0662,0.266,0.534
"Oxld1",-0.073,0.266,0.534
"Plekhj1",-0.0937,0.266,0.534
"Peg10",-0.0875,0.266,0.534
"Dock7",0.104,0.266,0.534
"Egfl6",-0.0817,0.266,0.535
"Klk4",0.119,0.266,0.535
"Klc2",0.0632,0.267,0.535
"Ap3b1",-0.0805,0.267,0.535
"Slc31a2",0.0912,0.267,0.535
"Sirt2",-0.062,0.267,0.535
"Klra7",0.0712,0.267,0.535
"E2f5",0.0825,0.267,0.536
"T",0.0872,0.267,0.536
"Rnf112",0.0898,0.268,0.536
"Fbxo11",-0.084,0.268,0.536
"Kdelr3",-0.184,0.268,0.536
"Farp2",0.0792,0.268,0.536
"Gtf2h4",0.0823,0.268,0.536
"Baalc",0.0663,0.268,0.536
"Sec24b",-0.142,0.268,0.536
"Repin1",-0.118,0.268,0.536
"Sstr1",-0.081,0.268,0.537
"Fos",0.205,0.268,0.537
"Ptch1",0.0895,0.268,0.537
"Wbp1",-0.0872,0.268,0.537
"Ndufs7",-0.072,0.268,0.537
"Riok1",0.0778,0.269,0.537
"Gm6607",0.0892,0.269,0.537
"Bmp2k",-0.104,0.269,0.537
"Acot6",-0.0843,0.269,0.537
"Hoxd1",0.0875,0.269,0.537
"Ranbp10",-0.0987,0.269,0.538
"Zp1",-0.113,0.269,0.538
"P2ry4",-0.0955,0.269,0.538
"Plcb4",0.096,0.269,0.538
"Chst15",-0.102,0.269,0.538
"Krr1",-0.0953,0.269,0.538
"Rfc3",-0.0827,0.27,0.538
"Pyroxd1",-0.106,0.27,0.538
"Ska2",-0.0835,0.27,0.538
"Xpnpep1",-0.0735,0.27,0.538
"Rwdd2b",0.102,0.27,0.538
"Gt(ROSA)26Sor",0.16,0.27,0.539
"Tctex1d1",0.0785,0.27,0.539
"St6galnac3",0.102,0.27,0.539
"P2rx1",0.0945,0.27,0.539
"Vamp7",-0.116,0.27,0.539
"Mycs",-0.114,0.27,0.539
"Amy2a2///Amy2a3///Amy2a4///Amy2a1///Amy2a5",-0.987,0.27,0.539
"Xbp1",0.124,0.27,0.539
"Isoc2b",-0.107,0.271,0.539
"Srcin1",0.0852,0.271,0.539
"Trim30d",-0.195,0.271,0.539
"Myof",0.0905,0.271,0.54
"Chst11",0.147,0.271,0.54
"Wnt2b",-0.123,0.271,0.54
"Trib1",0.113,0.271,0.54
"Il10rb",-0.136,0.271,0.54
"Col11a1",0.0943,0.271,0.54
"Sdhd",-0.0998,0.271,0.54
"Asb9",0.0828,0.271,0.54
"D4Ertd335e",-0.0837,0.271,0.54
"Oaz1",0.0957,0.271,0.54
"Apbb3",0.0725,0.272,0.54
"Vamp5",-0.0698,0.272,0.541
"Sdf4",-0.0722,0.272,0.541
"Myzap",-0.104,0.272,0.541
"Uhmk1",0.0998,0.272,0.541
"Dpep3",-0.0753,0.272,0.541
"Bach2",0.116,0.273,0.542
"Atp6v1h",-0.0845,0.273,0.542
"Rab3gap2",-0.0803,0.273,0.542
"Rbbp9",-0.128,0.273,0.542
"Rcvrn",-0.0835,0.273,0.542
"Zfp354b",-0.127,0.273,0.542
"Rbbp6",0.0983,0.273,0.542
"Il13ra2",0.0922,0.273,0.542
"Dtnb",0.128,0.273,0.542
"Tas2r108",-0.0785,0.273,0.542
"Alg14",-0.0822,0.273,0.542
"Ctsw",0.0852,0.273,0.542
"Slc26a8",0.0977,0.273,0.543
"Pcolce",-0.132,0.274,0.543
"Sox13",0.139,0.274,0.543
"Ctrl",-0.516,0.274,0.543
"Rab26os",0.0805,0.274,0.543
"Calml4",-0.103,0.274,0.544
"Mmp19",-0.113,0.274,0.544
"Ctrb1",-0.522,0.275,0.544
"Rgs17",-0.0858,0.275,0.544
"Slc37a1",-0.152,0.275,0.544
"Lbx2",0.0853,0.275,0.544
"Nek2",0.0787,0.275,0.544
"Fut10",0.077,0.275,0.544
"Cnot6l",0.0917,0.275,0.544
"Sult1c1",0.103,0.275,0.544
"LOC102641458///Vps52",-0.0868,0.275,0.544
"Sgpp1",0.14,0.275,0.544
"Sav1",-0.085,0.275,0.545
"Vmn1r186///Vmn1r62",-0.0765,0.275,0.545
"Slc25a14",0.0815,0.276,0.545
"Ube2r2",0.079,0.276,0.545
"Pax9",-0.0647,0.276,0.545
"Zfp2",0.0678,0.276,0.545
"Ltv1",-0.127,0.276,0.546
"Slc25a53",0.11,0.276,0.546
"Csf1",0.0767,0.276,0.546
"D16Ertd472e",0.0715,0.277,0.546
"Igfbp3",-0.188,0.277,0.546
"Ttc17",0.105,0.277,0.546
"Mrvi1",0.0795,0.277,0.546
"Knstrn",0.0768,0.277,0.546
"Tpbpb",-0.07,0.277,0.546
"Gata3",-0.0777,0.277,0.546
"Serpinb9c",0.101,0.277,0.546
"Barx2",-0.0893,0.277,0.546
"Hoxd11",0.114,0.277,0.547
"Asprv1",0.0987,0.277,0.547
"Gykl1",0.08,0.277,0.547
"Snapc3",0.0867,0.277,0.547
"Prdx5",-0.078,0.277,0.547
"Naga",-0.0943,0.278,0.547
"Hoxb4",-0.0933,0.278,0.547
"Ppfibp2",-0.0762,0.278,0.547
"Tnc",0.0808,0.278,0.547
"Gbp2b",0.0738,0.278,0.547
"Appbp2",-0.0893,0.278,0.547
"Kap",0.091,0.278,0.547
"Ndst4",0.111,0.278,0.547
"Ifi35",-0.122,0.278,0.547
"Anxa4",-0.16,0.278,0.548
"LOC102641618///Cog1",0.106,0.278,0.548
"Agbl3",0.0727,0.278,0.548
"5830411J07Rik",0.0643,0.279,0.548
"Gm9855///Tdg-ps///Tdg",0.132,0.279,0.548
"H2-Q2",0.1,0.279,0.548
"Nf1",0.102,0.279,0.548
"Ppp3ca",-0.0872,0.279,0.548
"LOC102641402///Cela3b",-0.91,0.279,0.548
"C3ar1",-0.106,0.279,0.548
"Cbl",0.0877,0.279,0.548
"Kazn",0.08,0.279,0.549
"Zfp768",0.0913,0.279,0.549
"Ift46",0.0992,0.279,0.549
"Mal",0.0872,0.279,0.549
"Tbc1d15",-0.12,0.279,0.549
"Rif1",0.0735,0.279,0.549
"Esf1",-0.0895,0.28,0.549
"Akap4",0.103,0.28,0.549
"Atrip///Trex1",-0.119,0.28,0.549
"Anp32e",-0.11,0.28,0.549
"Igf2bp2",-0.153,0.28,0.549
"Moxd2",0.0657,0.28,0.549
"Gar1",-0.093,0.28,0.549
"Rb1cc1",-0.0663,0.28,0.549
"Sh3glb2",0.0943,0.28,0.549
"Arc",0.107,0.28,0.549
"Ccdc22",0.0927,0.281,0.55
"Cdk14",0.103,0.281,0.55
"Oard1",0.0748,0.281,0.55
"Lfng",0.0948,0.281,0.55
"Twist2",0.0697,0.281,0.55
"Nlrx1",-0.0955,0.281,0.551
"2810474O19Rik",0.0882,0.281,0.551
"Ift80",0.0832,0.281,0.551
"4930591A17Rik",0.0933,0.281,0.551
"Coro2b",-0.104,0.281,0.551
"Zfp936",0.0952,0.282,0.551
"Klf6",-0.0953,0.282,0.551
"Atf6b",0.0745,0.282,0.551
"B4galnt2",0.183,0.282,0.551
"Trib2",0.0665,0.282,0.551
"Isg20",0.0913,0.282,0.551
"Gm9769///Ptges3",0.075,0.282,0.551
"A930012N16Rik",0.1,0.282,0.551
"Cd9",-0.128,0.282,0.552
"Gdap2",0.0617,0.282,0.552
"Gadd45g",0.325,0.282,0.552
"Klra2",-0.0593,0.282,0.552
"Stmn2",-0.105,0.283,0.552
"Clec14a",-0.104,0.283,0.552
"Clcn7",-0.118,0.283,0.552
"Igdcc4",-0.179,0.283,0.552
"Ccdc166",-0.0992,0.283,0.552
"Mpo",0.0907,0.283,0.552
"Sp1",0.108,0.283,0.552
"AW549877",-0.103,0.283,0.552
"Pink1",0.0627,0.283,0.552
"Sim1",-0.0678,0.283,0.553
"Bcl11b",-0.113,0.283,0.553
"Adam18",0.074,0.284,0.553
"Plekhh2",0.089,0.284,0.553
"Uggt1",0.104,0.284,0.553
"Cbx3",-0.0958,0.284,0.553
"Mllt3",0.0875,0.284,0.553
"Cad",0.0892,0.284,0.553
"Mitf",0.091,0.284,0.554
"Cmtr1",-0.0885,0.284,0.554
"Lypd1",-0.0757,0.284,0.554
"Tfap2c",0.0642,0.284,0.554
"Hk2",0.0848,0.285,0.554
"Gcc2",0.0753,0.285,0.554
"Jrk",-0.0932,0.285,0.554
"Kcna3",0.0735,0.285,0.554
"Commd6",-0.11,0.285,0.554
"Camkk1",0.093,0.285,0.554
"Klf17",-0.0903,0.285,0.554
"Trbv13-2",0.0902,0.285,0.554
"Galnt6",-0.128,0.285,0.554
"Arfgap2",-0.0825,0.285,0.555
"Ceacam11",0.0843,0.285,0.555
"Psmb7",0.0732,0.285,0.555
"Fez1",-0.0807,0.285,0.555
"Nedd4l",-0.0875,0.286,0.555
"Setd7",-0.0827,0.286,0.555
"Galnt7",0.0832,0.286,0.555
"Ifitm10",0.113,0.286,0.555
"Pole3",-0.0997,0.286,0.555
"Gng2",-0.0817,0.286,0.555
"Gpr143",-0.0822,0.286,0.556
"Trappc5",-0.078,0.286,0.556
"Vmn1r44",-0.0712,0.286,0.556
"Aagab",-0.104,0.286,0.556
"Sprr1a",0.126,0.286,0.556
"Zfp125",0.0987,0.286,0.556
"Itm2a",0.0677,0.287,0.556
"Zfp503",-0.0872,0.287,0.556
"Adamts1",-0.101,0.287,0.556
"Fahd1",-0.0963,0.287,0.557
"Ccl28",0.0898,0.287,0.557
"Creb3",0.0688,0.287,0.557
"C77609",0.0905,0.287,0.557
"Peg3",0.117,0.287,0.557
"Psmb2",0.0688,0.287,0.557
"Tnip1",-0.0768,0.287,0.557
"Zic1",-0.0665,0.287,0.557
"Clic4",0.0758,0.288,0.557
"Ecel1",0.0862,0.288,0.557
"Gm20362",0.0743,0.288,0.557
"Kansl1l",0.0728,0.288,0.557
"Arpp21",-0.0878,0.288,0.557
"Usp8",-0.0835,0.288,0.557
"Grhl2",0.0887,0.288,0.557
"Cyb5r3",0.0835,0.288,0.557
"Snrk",0.0872,0.288,0.557
"Trmt1l",-0.105,0.288,0.557
"Map1b",0.139,0.288,0.558
"Pcid2",0.0955,0.288,0.558
"Tmem160",-0.0602,0.288,0.558
"Drd3",-0.13,0.288,0.558
"Pkmyt1",0.0793,0.289,0.558
"Card14",0.0862,0.289,0.558
"Nfam1",-0.0963,0.289,0.558
"Dclk1",-0.0787,0.289,0.558
"Agap2",0.0793,0.289,0.558
"Snx29",0.0838,0.289,0.558
"Bag2",0.101,0.289,0.558
"Zfp185",-0.0877,0.289,0.558
"Wnt10a",0.088,0.289,0.558
"Ankrd12",0.078,0.289,0.558
"Ppp3r1",0.0605,0.289,0.558
"Cherp",-0.0757,0.289,0.558
"Ankrd10",0.0975,0.289,0.558
"Capn9",-0.0835,0.289,0.558
"Akt3",0.0925,0.289,0.559
"Gm21975///Evi2b///Evi2a",-0.0848,0.289,0.559
"Duoxa1",-0.0918,0.29,0.559
"Tnfrsf21",0.101,0.29,0.559
"Nebl",-0.0682,0.29,0.559
"Ndufs5///BC002163",-0.0793,0.29,0.559
"Cdc6",-0.0587,0.29,0.559
"Tex2",-0.0778,0.29,0.559
"Mas1",0.0593,0.29,0.559
"Snrpe",-0.0762,0.29,0.559
"Hoxa1",-0.11,0.29,0.559
"Atp7a",-0.127,0.29,0.559
"Zfp316",-0.0968,0.29,0.559
"Donson",0.0658,0.29,0.559
"Mycn",0.115,0.29,0.559
"Trp73",-0.0923,0.29,0.559
"Tor4a",-0.088,0.29,0.559
"Knop1",-0.113,0.291,0.559
"Trpv4",0.096,0.291,0.559
"Pitpnm2",0.0888,0.291,0.559
"Zfp651",0.0907,0.291,0.56
"Psma3",0.0627,0.291,0.56
"Prss58",0.077,0.291,0.56
